#Keyword Types: 500
#Keyword Tokens: 305248
#Search Hits: 1
54	560	+	550.4	0.0012	рука
55	1128	+	545.91	0.0025	сказать
56	757	+	539.9	0.0017	наука
57	496	+	536.26	0.0011	условие
58	555	+	535.89	0.0012	государственный
59	442	+	524.64	0.001	необходимый
60	474	+	517.57	0.0011	социальный
61	478	+	508.06	0.0011	век
62	698	+	507.04	0.0016	й
63	545	+	500.04	0.0012	высокий
64	530	+	496.83	0.0012	ребенок
65	563	+	496.4	0.0013	исследование
66	900	+	494.5	0.002	проблема
67	764	+	493.32	0.0017	результат
68	599	+	488.75	0.0013	известный
69	467	+	480.01	0.001	находиться
70	703	+	467.48	0.0016	экономика
71	582	+	465.68	0.0013	экономический
72	536	+	463.84	0.0012	образ
73	495	+	461.28	0.0011	общий
74	582	+	456.41	0.0013	конец
75	845	+	456.33	0.0019	мир
76	526	+	455.29	0.0012	хороший
77	1186	+	453.57	0.0026	сам
78	360	+	453.29	0.0008	связать
79	651	+	452.07	0.0014	отношение
80	554	+	451.91	0.0012	земля
81	901	+	451.79	0.002	большой
82	1151	+	446.4	0.0026	должен
83	401	+	442.51	0.0009	военный
84	422	+	440.57	0.0009	рубль
85	484	+	436.5	0.0011	писать
86	392	+	435.9	0.0009	мера
87	356	+	434.21	0.0008	высший
88	463	+	433.3	0.001	существовать
89	391	+	429.44	0.0009	происходить
90	537	+	413.59	0.0012	научный
91	526	+	409.95	0.0012	брать
92	448	+	407.25	0.001	современный
93	406	+	406.75	0.0009	процент
94	365	+	405.7	0.0008	становиться
95	603	+	404.76	0.0013	школа
96	574	+	404.37	0.0013	москва
97	1011	+	399.79	0.0022	власть
98	287	+	397.96	0.0006	различный
99	285	+	395.18	0.0006	прийтись
100	472	+	394.2	0.0011	давать
101	397	+	391.13	0.0009	подобный
102	353	+	389.97	0.0008	заявить
103	281	+	389.64	0.0006	удаться
104	392	+	384.83	0.0009	ставить
105	446	+	380	0.001	называть
106	294	+	378.28	0.0007	позволять
107	564	+	377.72	0.0013	вид
108	383	+	377.68	0.0009	оставаться
109	396	+	377.62	0.0009	крупный
110	337	+	374.18	0.0007	пытаться
111	411	+	373.1	0.0009	советский
112	375	+	371.81	0.0008	стоять
113	322	+	370.61	0.0007	сообщить
114	335	+	366.45	0.0007	появиться
115	3544	+	366.15	0.0078	мы
116	319	+	361.12	0.0007	возможный
117	598	+	360.89	0.0013	компания
118	352	+	359.98	0.0008	сложный
119	475	+	357.43	0.0011	организация
120	618	+	348.34	0.0014	главный
121	424	+	347.3	0.0009	область
122	485	+	346.17	0.0011	цена
123	1587	+	345.99	0.0035	себя
124	501	+	345.13	0.0011	помощь
125	490	+	343.61	0.0011	основной
126	347	+	340.71	0.0008	доллар
127	340	+	340.34	0.0008	начинать
128	333	+	340.2	0.0007	следовать
129	322	+	339.82	0.0007	общественный
130	359	+	339.52	0.0008	собственный
131	1260	+	336.29	0.0028	дело
132	560	+	335.13	0.0012	программа
133	376	+	334.09	0.0008	остаться
134	738	+	333.62	0.0016	государство
135	248	+	332.23	0.0006	невозможный
136	757	+	330.41	0.0017	получить
137	472	+	329.07	0.0011	вода
138	507	+	328.79	0.0011	институт
139	290	+	328.29	0.0006	готовый
140	332	+	321.88	0.0007	основа
141	306	+	319.23	0.0007	стоить
142	385	+	314.3	0.0009	пора
143	470	+	313.9	0.001	начать
144	629	+	313.06	0.0014	город
145	712	+	310.05	0.0016	работать
146	705	+	308.79	0.0016	развитие
147	311	+	307.94	0.0007	международный
148	285	+	306.34	0.0006	произойти
149	220	+	305.05	0.0005	приходиться
150	220	+	305.05	0.0005	частность
151	387	+	304.1	0.0009	пройти
152	1041	+	301.64	0.0023	жизнь
153	348	+	300.29	0.0008	специалист
154	602	+	298.62	0.0013	использовать
155	337	+	297.55	0.0007	точка
156	249	+	296.72	0.0006	интересный
157	479	+	296.71	0.0011	начало
158	353	+	292.8	0.0008	прийти
159	240	+	290.89	0.0005	трудный
160	351	+	290.44	0.0008	технология
161	570	+	288.9	0.0013	рынок
162	243	+	288.69	0.0005	неделя
163	609	+	288.64	0.0014	общество
164	592	+	287.28	0.0013	мой
165	254	+	286.23	0.0006	составлять
166	303	+	285.72	0.0007	орган
167	307	+	282.96	0.0007	вуз
168	300	+	282	0.0007	реальный
169	863	+	281.96	0.0019	место
170	448	+	280.57	0.001	качество
171	408	+	277.2	0.0009	русский
172	424	+	276.82	0.0009	связь
173	305	+	276.76	0.0007	национальный
174	308	+	276.75	0.0007	гражданин
175	363	+	273.56	0.0008	полный
176	259	+	272.71	0.0006	зрение
177	247	+	271.81	0.0005	начаться
178	3772	+	271.46	0.0083	я
179	236	+	267.9	0.0005	миллиард
180	231	+	266.84	0.0005	больший
181	222	+	266.71	0.0005	остальной
182	439	+	266.49	0.001	партия
183	260	+	264.88	0.0006	способный
184	350	+	264.58	0.0008	форма
185	288	+	263.38	0.0006	требовать
186	582	+	260.24	0.0013	число
187	591	+	259.9	0.0013	образование
188	380	+	259.57	0.0008	труд
189	252	+	259.13	0.0006	прошлый
190	459	+	258.29	0.001	принять
191	397	+	257.74	0.0009	смотреть
192	261	+	257.51	0.0006	территория
193	292	+	257.32	0.0006	европа
194	449	+	256.75	0.001	война
195	214	+	255.97	0.0005	равный
196	286	+	253.62	0.0006	рабочий
197	419	+	250.29	0.0009	группа
198	248	+	249.61	0.0006	местный
199	435	+	249.03	0.001	центр
200	269	+	247.57	0.0006	финансовый
201	372	+	245.77	0.0008	думать
202	376	+	245.1	0.0008	понимать
203	300	+	243.32	0.0007	служба
204	243	+	243.27	0.0005	регион
205	256	+	243.1	0.0006	голова
206	271	+	242.61	0.0006	студент
207	235	+	241.9	0.0005	отдельный
208	261	+	241.52	0.0006	представлять
209	362	+	240	0.0008	никакой
210	206	+	239.34	0.0005	предлагать
211	530	+	238.65	0.0012	история
212	201	+	238.57	0.0004	бывать
213	390	+	238.43	0.0009	причина
214	282	+	238.4	0.0006	специальный
215	239	+	238.21	0.0005	участник
216	252	+	238.13	0.0006	сфера
217	329	+	235.25	0.0007	пойти
218	273	+	234.44	0.0006	предприятие
219	352	+	234.23	0.0008	глаз
220	310	+	233.59	0.0007	нынешний
221	1179	+	233.58	0.0026	два
222	851	+	231.27	0.0019	день
223	515	+	228.44	0.0011	закон
224	345	+	226.68	0.0008	американский
225	338	+	226.67	0.0008	машина
226	338	+	226.67	0.0008	представитель
227	223	+	226.58	0.0005	метр
228	335	+	225.97	0.0007	действие
229	585	+	225.91	0.0013	уровень
230	337	+	225.59	0.0007	простой
231	321	+	223.68	0.0007	настоящий
232	206	+	223.37	0.0005	улица
233	318	+	223.04	0.0007	команда
234	213	+	222.83	0.0005	западный
235	756	+	222.45	0.0017	каждый
236	337	+	220.57	0.0007	огромный
237	243	+	219.44	0.0005	внутренний
238	349	+	218.8	0.0008	информация
239	230	+	218.68	0.0005	район
240	439	+	218.63	0.001	идея
241	238	+	217.03	0.0005	среда
242	244	+	217.02	0.0005	федеральный
243	403	+	216.98	0.0009	мнение
244	200	+	215.57	0.0004	возникать
245	207	+	215.12	0.0005	республика
246	291	+	214.92	0.0006	структура
247	468	+	214.88	0.001	задача
248	356	+	212.25	0.0008	цель
249	208	+	211.89	0.0005	низкий
250	357	+	211.04	0.0008	книга
251	257	+	208.85	0.0006	особый
252	348	+	208.49	0.0008	управление
253	374	+	206.71	0.0008	политика
254	274	+	204.26	0.0006	культура
255	191	+	203.9	0.0004	километр
256	204	+	202.48	0.0005	гражданский
257	251	+	201.82	0.0006	дорога
258	528	+	201.58	0.0012	проект
259	330	+	201.21	0.0007	население
260	196	+	201.04	0.0004	внешний
261	483	+	199.89	0.0011	любой
262	661	+	199.76	0.0015	президент
263	310	+	199.05	0.0007	университет
264	500	+	198.95	0.0011	дом
265	220	+	198.71	0.0005	итог
266	250	+	197.54	0.0006	проходить
267	191	+	194.66	0.0004	космический
268	351	+	194.16	0.0008	банк
269	395	+	193.66	0.0009	язык
270	224	+	192.88	0.0005	человеческий
271	372	+	192.61	0.0008	вести
272	166	+	191.92	0.0004	касаться
273	381	+	191.63	0.0008	решить
274	198	+	190.8	0.0004	близкий
275	443	+	190.5	0.001	лицо
276	213	+	190.19	0.0005	тяжелый
277	915	+	190.07	0.002	вопрос
278	294	+	189.29	0.0007	игра
279	218	+	189.14	0.0005	исторический
280	206	+	189.01	0.0005	московский
281	291	+	188.53	0.0006	действовать
282	158	+	187.11	0.0004	дальнейший
283	216	+	186.73	0.0005	предложить
284	248	+	186.28	0.0006	серьезный
285	215	+	185.53	0.0005	немец
286	317	+	185.52	0.0007	проводить
287	684	+	183.67	0.0015	решение
288	226	+	182.07	0.0005	черный
289	280	+	181.67	0.0006	материал
290	236	+	181.39	0.0005	событие
291	275	+	181.26	0.0006	средний
292	232	+	179.79	0.0005	европейский
293	549	+	179.49	0.0012	ситуация
294	385	+	178.85	0.0009	иной
295	413	+	178.6	0.0009	дать
296	444	+	178.53	0.001	путь
297	341	+	178.19	0.0008	метод
298	253	+	177.95	0.0006	показать
299	225	+	177.79	0.0005	доход
300	298	+	177.12	0.0007	реформа
301	215	+	175.55	0.0005	технический
302	481	+	175.43	0.0011	жить
303	2195	+	174.26	0.0049	время
304	380	+	174.24	0.0008	интерес
305	187	+	173.21	0.0004	житель
306	281	+	173.16	0.0006	позиция
307	262	+	172.25	0.0006	изменение
308	233	+	172.16	0.0005	сильный
309	176	+	171.41	0.0004	зависеть
310	179	+	171.1	0.0004	граница
311	378	+	170.67	0.0008	народ
312	175	+	170.16	0.0004	входить
313	264	+	169.47	0.0006	направление
314	238	+	169.42	0.0005	старый
315	223	+	166.56	0.0005	средство
316	186	+	164.61	0.0004	вызывать
317	283	+	163.95	0.0006	выйти
318	282	+	162.93	0.0006	продукт
319	640	+	162.46	0.0014	процесс
320	266	+	162.12	0.0006	член
321	177	+	160.93	0.0004	десяток
322	307	+	160.86	0.0007	провести
323	230	+	160.55	0.0005	лучший
324	220	+	160.34	0.0005	великий
325	176	+	159.71	0.0004	красный
326	226	+	158.81	0.0005	сотрудник
327	233	+	158.6	0.0005	единый
328	288	+	158.34	0.0006	строить
329	290	+	158.27	0.0006	час
330	197	+	157.65	0.0004	значительный
331	183	+	157.48	0.0004	естественный
332	175	+	154.85	0.0004	конкретный
333	407	+	154.5	0.0009	пример
334	341	+	154.15	0.0008	получать
335	317	+	151.45	0.0007	борьба
336	399	+	150.73	0.0009	ход
337	278	+	150.47	0.0006	следующий
338	366	+	150	0.0008	производство
339	218	+	149.99	0.0005	степень
340	215	+	149.33	0.0005	база
341	527	+	149.05	0.0012	правительство
342	402	+	147.39	0.0009	создать
343	193	+	146.96	0.0004	выступать
344	201	+	144.61	0.0004	знание
345	229	+	144.36	0.0005	семья
346	242	+	144.06	0.0005	статья
347	198	+	144.02	0.0004	квартира
348	237	+	143.41	0.0005	сей
349	232	+	142.81	0.0005	лидер
350	227	+	142.25	0.0005	живой
351	227	+	142.25	0.0005	природа
352	213	+	141.97	0.0005	операция
353	374	+	141.53	0.0008	данные
354	483	+	141.42	0.0011	право
355	256	+	140.98	0.0006	свобода
356	221	+	140.68	0.0005	налог
357	266	+	140.67	0.0006	тело
358	253	+	137.99	0.0006	расти
359	236	+	137.89	0.0005	армия
360	215	+	136.71	0.0005	позволить
361	161	+	134.62	0.0004	защита
362	245	+	134.17	0.0005	молодой
363	337	+	132.69	0.0007	имя
364	277	+	132.16	0.0006	женщина
365	309	+	132.03	0.0007	принцип
366	215	+	131.99	0.0005	мозг
367	216	+	130.73	0.0005	отметить
368	568	+	130.03	0.0013	второй
369	339	+	129.85	0.0008	создание
370	282	+	129.66	0.0006	совет
371	180	+	129.41	0.0004	вызвать
372	203	+	128.79	0.0005	германия
373	205	+	128.52	0.0005	выходить
374	205	+	128.52	0.0005	немецкий
375	208	+	126.99	0.0005	продолжать
376	380	+	126.73	0.0008	движение
377	227	+	126.62	0.0005	эксперт
378	203	+	126.42	0.0005	документ
379	203	+	126.42	0.0005	ресурс
380	205	+	126.17	0.0005	пользоваться
381	224	+	125.71	0.0005	врач
382	158	+	124.72	0.0004	будущий
383	486	+	124.13	0.0011	друг
384	506	+	123.04	0.0011	рост
385	249	+	120.49	0.0006	источник
386	239	+	120.36	0.0005	небольшой
387	351	+	117.06	0.0008	деятельность
388	251	+	116.94	0.0006	данный
389	316	+	116.43	0.0007	состояние
390	1029	+	116.34	0.0023	вы
391	177	+	115.68	0.0004	белый
392	272	+	115.53	0.0006	заниматься
393	257	+	115.46	0.0006	создавать
394	274	+	114.05	0.0006	привести
395	197	+	113.42	0.0004	всякий
396	374	+	113.07	0.0008	мировой
397	590	+	112.15	0.0013	возможность
398	178	+	111.89	0.0004	достичь
399	222	+	111.69	0.0005	рано
400	273	+	111.58	0.0006	смысл
401	5989	+	111.42	0.0132	это
402	201	+	111.07	0.0004	безопасность
403	209	+	110.81	0.0005	маленький
404	221	+	110.73	0.0005	класс
405	192	+	110.51	0.0004	вещь
406	325	+	109.78	0.0007	выборы
407	193	+	109.37	0.0004	вернуться
408	268	+	108.8	0.0006	месяц
409	206	+	107.88	0.0005	попытка
410	237	+	107.56	0.0005	третий
411	227	+	107.16	0.0005	эксперимент
412	221	+	106.99	0.0005	принимать
413	189	+	105.34	0.0004	депутат
414	211	+	104.97	0.0005	успех
415	180	+	104.83	0.0004	заметить
416	227	+	103.61	0.0005	теория
417	185	+	103.44	0.0004	ваш
418	371	+	102.48	0.0008	найти
419	175	+	101.92	0.0004	вещество
420	225	+	101.78	0.0005	сеть
421	252	+	99.64	0.0006	план
422	224	+	99.16	0.0005	газета
423	216	+	98.75	0.0005	автор
424	258	+	98.69	0.0006	бюджет
425	236	+	98.3	0.0005	аппарат
426	259	+	98.04	0.0006	способ
427	228	+	96.1	0.0005	назвать
428	339	+	95.38	0.0008	ряд
429	381	+	90.95	0.0008	правило
430	4034	+	90.84	0.0089	о
431	194	+	90.8	0.0004	запад
432	474	+	90.75	0.0011	путин
433	218	+	90.51	0.0005	единственный
434	205	+	90.45	0.0005	играть
435	205	+	90.45	0.0005	поздно
436	649	+	88.16	0.0014	часть
437	226	+	88.07	0.0005	режим
438	158	+	84.84	0.0004	автомобиль
439	210	+	83.54	0.0005	фонд
440	224	+	81.94	0.0005	союз
441	166	+	80.94	0.0004	кредит
442	261	+	79.28	0.0006	порядок
443	204	+	78.41	0.0005	воздух
444	161	+	78.07	0.0004	комиссия
445	299	+	77.92	0.0007	суд
446	267	+	77.69	0.0006	модель
447	750	+	76.48	0.0017	деньги
448	329	+	76.38	0.0007	глава
449	249	+	76.36	0.0006	использование
450	428	+	72.78	0.001	бизнес
451	372	+	72.62	0.0008	министр
452	244	+	72.57	0.0005	руководитель
453	237	+	70.97	0.0005	свет
454	218	+	70.26	0.0005	голос
455	1316	+	69.88	0.0029	кто
456	261	+	68.71	0.0006	руководство
457	182	+	67.3	0.0004	вывод
458	246	+	66.97	0.0005	будущее
459	390	+	63.91	0.0009	опыт
460	193	+	63.74	0.0004	ждать
461	313	+	63.13	0.0007	отец
462	158	+	61.93	0.0004	игрок
463	564	+	60.83	0.0013	ты
464	202	+	60.49	0.0004	кровь
465	513	+	58.36	0.0011	оно
466	160	+	57.71	0.0004	круг
467	219	+	56.66	0.0005	курс
468	318	+	54.88	0.0007	понять
469	302	+	54.66	0.0007	положение
470	231	+	54.34	0.0005	состав
471	409	+	54.22	0.0009	мало
472	178	+	52.19	0.0004	газ
473	186	+	49.89	0.0004	вариант
474	253	+	49.4	0.0006	факт
475	209	+	47.72	0.0005	объем
476	247	+	47.5	0.0005	поле
477	187	+	45.17	0.0004	доля
478	240	+	44.14	0.0005	кризис
479	364	+	43.77	0.0008	большинство
480	173	+	41.87	0.0004	контроль
481	602	+	41.06	0.0013	три
482	222	+	38.56	0.0005	далее
483	212	+	38.53	0.0005	медведев
484	158	+	37.9	0.0004	бывший
485	180	+	35.74	0.0004	выбор
486	281	+	35.62	0.0006	далеко
487	181	+	35.46	0.0004	искать
488	11118	+	33.85	0.0242	что
489	271	+	33.3	0.0006	участие
490	229	+	33.17	0.0005	галилей
491	164	+	33.05	0.0004	влияние
492	194	+	32.98	0.0004	интернет
493	179	+	32.51	0.0004	жена
494	10287	+	30.48	0.0224	с
495	349	+	28.01	0.0008	счет
496	222	+	26.85	0.0005	ответ
497	268	+	26.42	0.0006	директор
498	205	+	25.68	0.0005	мать
499	252	+	25.61	0.0006	александр
500	373	+	25.36	0.0008	часто
